dataset,filename,ssim,orb_matches,histogram_corr,passed
train,3FO4INRWF3TF_1365_empty_1.jpg,0.6769693722652405,35,0.5421832118451128,False
validation,3FO4II2MRWWV_436_empty_1.jpg,0.6769585915371343,27,0.8314639256617695,False
train,3FO4IIYNGIBK_27351_empty_1.jpg,0.6768163124537756,14,0.9581985781187379,False
train,3FO4IG7NTLY8_220845_empty_1.jpg,0.676775108821628,18,0.7155664334608121,False
test,3FO4ILMVEUUM_30307_empty_1.jpg,0.6763823996104704,30,0.8068510589294041,False
validation,3FO4IEBKLDUD_665_empty_1.jpg,0.6748839661681058,13,0.8118592188841042,False
validation,3FO4INWDSHWD_1507_empty_1.jpg,0.6733502545767821,22,0.9755803649665916,False
train,3FO4IJ5LIJTF_1692_empty_1.jpg,0.6708498559910541,36,0.9032195968854619,False
train,3FO4INRWR551_145_empty_1.jpg,0.6688965760134131,44,0.5829085083053188,False
validation,3FO4III843Q1_770417_empty_1.jpg,0.6683130263041277,47,0.7675865102358589,False
train,3FO4INWDMH9K_127423_empty_1.jpg,0.668109040601989,16,0.9004750235346365,False
train,3FO4IOF7C3C7_810173_empty_1.jpg,0.667315444985063,26,0.9100941604738485,False
train,3FO4IOJXOK7J_101269_empty_1.jpg,0.6655748908863707,35,0.7538419648284473,False
test,3FO4IOIN9YT5_451051_empty_1.jpg,0.6647676719406744,33,0.9796059371312216,False
train,3FO4IMYSPAMF_306_empty_1.jpg,0.6646310744231193,16,0.8996275781344442,False
validation,3FO4IMO2PMXQ_750794_empty_1.jpg,0.6646237148349897,9,0.7326842024344622,False
test,3FO4INWDSHWD_756_empty_1.jpg,0.6630639161002211,21,0.7802853255185497,False
train,3FO4IM7MEA5I_857_empty_1.jpg,0.6628445658905846,29,0.49230775500352164,False
train,3FO4INS9ANSP_2428_empty_1.jpg,0.6622479729405328,5,0.962664902209416,False
train,3FO4INS9ANSP_303_empty_1.jpg,0.6599832347801536,25,0.8757245193029332,False
test,3FO4IH0VMMC2_832938_empty_1.jpg,0.6598657725795085,30,0.9760908457678297,False
train,3FO4ILQKSCNY_96_empty_1.jpg,0.6597489851021866,21,0.8048883468703226,False
train,3FO4IQH8UNUE_178778_empty_1.jpg,0.6596534670360864,30,0.8913776683504244,False
train,3FO4IL173YEI_848_empty_1.jpg,0.6589969411658898,51,0.8165698520330511,False
test,3FO4IPD7Q8MF_339_empty_1.jpg,0.6580306867644414,4,0.983881961480195,False
train,3FO4IN3QBIKT_16131_empty_1.jpg,0.6575757111936608,8,0.7500199755325134,False
train,3FO4IF5D62F2_822157_empty_1.jpg,0.6571989009900308,57,0.5706233312369776,False
train,3FO4II3SE02V_39186_empty_1.jpg,0.6564252247910435,37,0.9558178566738985,False
train,3FO4IMYPS2VU_164165_empty_1.jpg,0.6560091623898308,16,0.9466254122934913,False
train,3FO4IMYT8CKT_5774_empty_1.jpg,0.6547381483139374,15,0.9354334765677379,False
train,3FO4IQ8MJJ2C_2770_empty_1.jpg,0.6540221887380656,52,0.9224749009747487,False
train,3FO4INFBHF4X_3657_empty_1.jpg,0.6532034664841182,6,0.6590737584295027,False
test,3FO4IIBQ6T3P_223_empty_1.jpg,0.6511816653431541,14,0.7193022391529424,False
train,3FO4INFC8VBU_5422_empty_1.jpg,0.6497817152203743,11,0.6530814373807508,False
train,3FO4IORJAN1Q_857_empty_1.jpg,0.649293245542935,21,0.37031473525757624,False
train,3FO4IL6W0U23_380_empty_1.jpg,0.6490353740893565,52,0.7426752389346214,False
train,3FO4IOF7021L_590121_empty_1.jpg,0.6482791332459529,22,0.3109100622465796,False
train,3FO4ILR94OD4_192_empty_1.jpg,0.6460750024092221,10,0.6045770090088217,False
validation,3FO4INS9LGMX_5774_empty_1.jpg,0.6446412432285363,34,0.9860215250711833,False
train,3FO4IQ0TOSRA_159_empty_1.jpg,0.6438641659125998,26,0.6569552845572916,False
train,3FO4IDWJ6M8E_843080_empty_1.jpg,0.6437232923130757,6,0.551659567967243,False
train,3FO4IQ72YCB2_532289_empty_1.jpg,0.6423380216520572,24,0.5716149432856268,False
train,3FO4IQEX0ATW_559319_empty_1.jpg,0.6384832357613346,22,0.8888988201311154,False
test,3FO4IEV5U338_22340_empty_1.jpg,0.638170200902861,7,0.9817826978500137,False
train,3FO4IPKSTLNS_1413029418_empty_1.jpg,0.6380995588581305,22,0.5690927305311176,False
train,3FO4IQG0DFR5_819977_empty_1.jpg,0.6361972077320602,25,0.6102083327359064,False
train,3FO4IMYSPAMF_265_empty_1.jpg,0.6343031936390349,19,0.6499245498574993,False
train,3FO4INJS7R6G_658125_empty_1.jpg,0.6324462537589736,10,0.8821750424403599,False
train,3FO4IPKSTLNS_1413024356_empty_1.jpg,0.6317462844548236,32,0.3547701746133465,False
train,3FO4IMRFP38Q_857_empty_1.jpg,0.6311293658873884,40,0.39627822392590506,False
train,3FO4IL8X6HXY_540_empty_1.jpg,0.6275582879571303,11,0.1627352587294559,False
train,3FO4IOIA5K3Q_857_empty_1.jpg,0.6274725213500776,13,0.629100031784497,False
test,3FO4IO4YBSRQ_864260_empty_1.jpg,0.6273803373074148,28,0.60172148498264,False
test,3FO4INFX1K3H_343381_empty_1.jpg,0.6271425208711555,37,0.6482374252213375,False
train,3FO4IH0L7B4S_16720_empty_1.jpg,0.6269735985900545,29,0.9214514407879473,False
train,3FO4IEBKLDUD_1182_empty_1.jpg,0.6261505622956857,31,0.9320238865226127,False
train,3FO4IO3KK0PA_225_empty_1.jpg,0.624439432208834,20,0.7565954286475892,False
train,3FO4IMWOXYKF_370196_empty_1.jpg,0.6213495070409347,17,0.9584269812352859,False
validation,3FO4INRUC7LM_266_empty_1.jpg,0.6201584072914488,12,0.46393817709870616,False
train,3FO4IFC6HXMV_164165_empty_1.jpg,0.6197806868800612,39,0.8649732702972376,False
train,3FO4IIYPKGBO_143_empty_1.jpg,0.6186294051294773,15,0.9388412985526879,False
train,3FO4IO3M8NPT_1966_empty_1.jpg,0.6177681439008409,17,0.5574033092692207,False
train,3FO4IH8GBF0L_236_empty_1.jpg,0.6177502199183544,26,0.9400036389181872,False
train,3FO4IEKSCX7U_1932_empty_1.jpg,0.617106351438007,25,0.9825955881664212,False
train,3FO4IO58X3IB_3992_empty_1.jpg,0.6166192568612023,22,0.9266168383370336,False
train,3FO4IJXX0CGR_3557_empty_1.jpg,0.6165941757576731,39,0.5880901586142894,False
train,3FO4IO469FRX_991_empty_1.jpg,0.6113089271295401,23,0.897210456622766,False
train,3FO4IJ61TRUS_844426_empty_1.jpg,0.6061887853803769,2,0.9818482764149357,False
test,3FO4IQ72YCB2_911368_empty_1.jpg,0.6056931703229336,14,0.8386561734218235,False
test,3FO4IDHLMHOM_851060_empty_1.jpg,0.6055850236513124,59,0.9418271107001307,False
test,3FO4IOW77GU0_173517354032838_empty_1.jpg,0.6052854497693546,16,0.462869567803377,False
train,3FO4IN3QBIKT_13447_empty_1.jpg,0.6014513415651538,23,0.5240322219228589,False
train,3FO4IFC6NHKJ_169029_empty_1.jpg,0.6008812538507979,55,0.9545649714256721,False
train,3FO4IQCKMXUV_413_empty_1.jpg,0.5996842845298335,31,0.7830804044224651,False
train,3FO4IOW77U84_173517354035372_empty_1.jpg,0.5917961745082901,35,0.941689394022055,False
test,3FO4IDI9FO3C_711_empty_1.jpg,0.5911053412418472,20,0.8326913665371006,False
train,3FO4IPKSTLNS_1413023286_empty_1.jpg,0.5885044179395689,7,0.6796505220084236,False
train,3FO4IQ8MJJ2C_2080_empty_1.jpg,0.5879690694886345,25,0.7588470645242636,False
train,3FO4IQ3ROUMG_2705_empty_1.jpg,0.5856866089608986,16,0.928846479222197,False
train,3FO4IQ9SEUJ4_796360_empty_1.jpg,0.5850194574231958,9,0.8162255189805544,False
test,3FO4IMIU2TCT_1942_empty_1.jpg,0.58364083747724,4,0.9477946217510308,False
test,3FO4IN2ELTYX_511_empty_1.jpg,0.5822991507545859,6,0.9416568426389498,False
train,3FO4IO3UGYX2_170_empty_1.jpg,0.5816394922242996,24,0.5344459102541063,False
validation,3FO4IH7AFVTR_466_empty_1.jpg,0.5809100852111744,28,0.9746156715687184,False
train,3FO4IMEVAPB7_141_empty_1.jpg,0.5738167688890515,24,0.8736371108983438,False
train,3FO4IORK2RMU_166046_empty_1.jpg,0.573089570676358,27,0.14648024315357594,False
train,3FO4IJ3PWHYQ_351_empty_1.jpg,0.5728754536323076,17,0.9035897965822338,False
train,3FO4IMCBWNEO_7243_empty_1.jpg,0.5721592894971277,8,0.5815762461255185,False
train,3FO4IQH8UNUE_608_empty_1.jpg,0.5712603408384997,23,0.9522490613928692,False
test,3FO4IJ5LIJTF_1108_empty_1.jpg,0.5698899146040917,19,0.7641172995370636,False
train,3FO4INQ6YBHN_805691_empty_1.jpg,0.5694150485516163,13,0.4398642866035591,False
train,3FO4IMYPS2VU_167208_empty_1.jpg,0.5685471579450142,28,0.9451502298112322,False
validation,3FO4IQ0TJGIO_159_empty_1.jpg,0.5677566099097557,10,0.13128104032965054,False
train,3FO4ILQ4TDTS_852_empty_1.jpg,0.5672603458809673,47,0.37553049600158767,False
validation,3FO4IO3CEX71_291_empty_1.jpg,0.5630527101511459,7,0.5570000084362877,False
train,3FO4IKOV94SW_952802_empty_1.jpg,0.5616060362283425,16,0.8930289981849888,False
train,3FO4IO4EL0O5_97_empty_1.jpg,0.5536094729035766,6,0.746469141253059,False
train,3FO4IMYPPAX1_577227_empty_1.jpg,0.5526732800476787,18,0.8504867633891814,False
train,3FO4IO9QP7UT_1773_empty_1.jpg,0.5483899523531446,7,0.7930360823758518,False
test,3FO4IQEWYPRQ_1224_empty_1.jpg,0.5464669282231898,19,0.6012655752793606,False
train,3FO4IMSLPDL0_730981_empty_1.jpg,0.5461382457330636,17,0.8799144708779877,False
train,3FO4IEBLH5IK_236_empty_1.jpg,0.5460290280053107,15,0.7613545436585292,False
train,3FO4IEYBOVCK_2360_empty_1.jpg,0.5459068983816903,26,0.6161151819738823,False
train,3FO4IO4YBSRQ_864256_empty_1.jpg,0.5431110791170947,17,0.34027448967909946,False
train,3FO4ILB512EC_614_empty_1.jpg,0.5420737450686647,8,0.4368076663898035,False
train,3FO4IH7AFVTR_143_empty_1.jpg,0.5404785497861949,25,0.37625436141495905,False
validation,3FO4ILR94OD4_313_empty_1.jpg,0.5400396126746979,18,0.4518063015992586,False
train,3FO4IIU6AB8B_3255_empty_1.jpg,0.5380503084381212,31,0.9487417427705019,False
train,3FO4IO4E40I2_8394_empty_1.jpg,0.5373580330142537,7,0.6408370127246088,False
validation,3FO4II469FHL_80286_empty_1.jpg,0.5364701107427441,24,0.7761974938259064,False
train,3FO4IPKSTLNS_1413023646_empty_1.jpg,0.5351184574557251,14,0.6313476265486451,False
test,3FO4IPOYJAAY_276_empty_1.jpg,0.5329113994640983,1,0.3848142863768383,False
train,3FO4IQ2K719H_28623_empty_1.jpg,0.5325681160287405,24,0.46671075200106976,False
train,3FO4IO8KARNC_9375_empty_1.jpg,0.5313879536790558,12,0.7668832986973227,False
validation,3FO4IO58X3IB_5588_empty_1.jpg,0.5313054569478907,27,0.9719328384093565,False
train,3FO4ILQORG2K_528_empty_1.jpg,0.5247293799934645,6,0.7860396974373848,False
validation,3FO4ILCH5FWM_752433_empty_1.jpg,0.5243583430506042,27,0.565500848346606,False
train,3FO4IFC6HXMV_163529_empty_1.jpg,0.5194672926602512,14,0.5556418367733796,False
validation,3FO4IQA9F9IP_203_empty_1.jpg,0.513476536170369,13,0.9121351708046569,False
train,3FO4IOC5FID7_8694_empty_1.jpg,0.513323321485236,33,0.9346109751926682,False
train,3FO4IOQAWSQS_2435_empty_1.jpg,0.5033409346802215,34,0.9430031690896332,False
train,3FO4IMSLPDL0_732512_empty_1.jpg,0.5006335357279853,10,0.5673608229802624,False
train,3FO4IO447LCG_291_empty_1.jpg,0.4987572791162013,1,0.8824547356722549,False
train,3FO4IN5Y3JUW_308099_empty_1.jpg,0.49721457101101524,16,0.9167543732713918,False
validation,3FO4IO3TW143_3002_empty_1.jpg,0.4951417484699868,14,0.7204581073462655,False
train,3FO4IPJU2NQB_2633_empty_1.jpg,0.4948919161622871,7,0.9630139012162888,False
train,3FO4IJXX0CGR_698_empty_1.jpg,0.4933216879187573,45,0.8034243821140655,False
train,3FO4IE5YY12I_857_empty_1.jpg,0.48371654802448977,16,0.4621362082110842,False
train,3FO4IM7MEA5I_735_empty_1.jpg,0.4833394710417689,44,0.9620244041702163,False
validation,3FO4ILKWLDIB_770_empty_1.jpg,0.4734579595936913,6,0.8985463285320392,False
train,3FO4IN6TEJP8_295406_empty_1.jpg,0.4694583563367772,13,0.7315749193712959,False
train,3FO4IPFIJEQ9_395_empty_1.jpg,0.46849301852707,10,0.8771733714435991,False
test,3FO4IO8KARNC_7187_empty_1.jpg,0.46805385950633566,19,0.8127756617588009,False
test,3FO4IPKSTLNS_141_empty_1.jpg,0.4667932159281318,11,0.2359211588695825,False
train,3FO4IO3YR2TX_170_empty_1.jpg,0.46609970488386765,13,0.36006383698859296,False
train,3FO4IMTKAWHK_763955_empty_1.jpg,0.46305072707962386,18,0.5973320980341212,False
train,3FO4IMXB17OW_1637_empty_1.jpg,0.46285276070506065,33,0.9512966356404841,False
validation,3FO4IOW3CR9P_616_empty_1.jpg,0.4490223326710182,7,0.1883974983146891,False
train,3FO4IOFGV2T3_586165_empty_1.jpg,0.44899010009227663,31,0.6516164838659808,False
test,3FO4IJA4RV23_286_empty_1.jpg,0.4391268729462747,18,0.8265192830647441,False
train,3FO4IIIL853B_839_empty_1.jpg,0.43300644220940493,7,0.5637626812120474,False
test,3FO4IMYR4B8O_2651_empty_1.jpg,0.43252972675666645,11,0.7947793533148617,False
train,3FO4ILKWLDIB_492_empty_1.jpg,0.4290983527137248,17,0.4455950500892797,False
train,3FO4INVN45KE_365401_empty_1.jpg,0.4227007854462788,6,0.9563418927758104,False
train,3FO4IO14RO3D_979329_empty_1.jpg,0.4115687784591444,27,0.36592208136478177,False
train,3FO4IM0IYY4A_822_empty_1.jpg,0.39980522432917553,19,0.6331354026834871,False
train,3FO4IJN7DYK2_936_empty_1.jpg,0.3953022986508481,10,0.9420565567625993,False
test,3FO4IM7TTP0E_272_empty_1.jpg,0.386640951601245,9,0.6836141906390351,False
test,3FO4IORY3CEK_490_empty_1.jpg,0.37444570724115545,16,0.25576372677162335,False
train,3FO4III2GFNW_182_empty_1.jpg,0.37042708402853275,8,0.18041183613284023,False
train,3FO4INFX1K3H_224652_empty_1.jpg,0.3633520539559925,8,0.8743521158878673,False
train,3FO4IO3UGYX2_1137_empty_1.jpg,0.3625917821499253,4,0.8755761184600174,False
validation,3FO4IIOCR1VX_149_empty_1.jpg,0.33086488260258934,19,0.18729129023231192,False
test,3FO4IMP6G304_844_empty_1.jpg,0.32913473662482445,11,0.5700483123068436,False
train,3FO4IN2ELTYX_401_empty_1.jpg,0.3159092459407415,13,0.45477890341852334,False
train,3FO4IJM3YPQ1_912_empty_1.jpg,0.2911985323503373,10,0.6779736406551049,False
train,3FO4IH7AFVTR_735_empty_1.jpg,0.2316382282120979,6,0.5427145321842283,False
