dataset,filename,good_matches,total_matches,coverage,quality_score,reason,before_path,after_path
test,3FO4IJA4RV23_958_empty_1.jpg,0,10,0,0.0,Prea puține matches (0 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IJA4RV23_958_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IJA4RV23_958_empty_1.jpg
test,3FO4IJN82R56_824_empty_1.jpg,0,33,0,0.0,Prea puține matches (0 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IJN82R56_824_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IJN82R56_824_empty_1.jpg
test,3FO4IJN82R56_9954_empty_1.jpg,0,11,0,0.0,Prea puține matches (0 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IJN82R56_9954_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IJN82R56_9954_empty_1.jpg
test,3FO4IKHO5QH3_3788_empty_1.jpg,0,17,0,0.0,Prea puține matches (0 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IKHO5QH3_3788_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IKHO5QH3_3788_empty_1.jpg
test,3FO4IKHO5QH3_9768_empty_1.jpg,0,11,0,0.0,Prea puține matches (0 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IKHO5QH3_9768_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IKHO5QH3_9768_empty_1.jpg
test,3FO4IM6J9AN9_187_empty_1.jpg,0,38,0,0.0,Prea puține matches (0 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IM6J9AN9_187_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IM6J9AN9_187_empty_1.jpg
test,3FO4IMMEF23G_418210_empty_1.jpg,0,20,0,0.0,Prea puține matches (0 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IMMEF23G_418210_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IMMEF23G_418210_empty_1.jpg
test,3FO4INRWR551_6174_empty_1.jpg,0,0,0,0,No matches found,/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4INRWR551_6174_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4INRWR551_6174_empty_1.jpg
test,3FO4IO9QP7UT_16515_empty_1.jpg,0,90,0,0.0,Prea puține matches (0 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IO9QP7UT_16515_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IO9QP7UT_16515_empty_1.jpg
validation,3FO4IIXI4ITA_990133_empty_1.jpg,0,2,0,0.0,Prea puține matches (0 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IIXI4ITA_990133_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IIXI4ITA_990133_empty_1.jpg
validation,3FO4IJQ4QHBH_6118_empty_1.jpg,0,2,0,0.0,Prea puține matches (0 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IJQ4QHBH_6118_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IJQ4QHBH_6118_empty_1.jpg
validation,3FO4IL8X6HXY_1014_empty_1.jpg,0,18,0,0.0,Prea puține matches (0 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IL8X6HXY_1014_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IL8X6HXY_1014_empty_1.jpg
validation,3FO4IMCBKC30_457_empty_1.jpg,0,0,0,0,No matches found,/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IMCBKC30_457_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IMCBKC30_457_empty_1.jpg
validation,3FO4IO447LCG_507_empty_1.jpg,0,36,0,0.0,Prea puține matches (0 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IO447LCG_507_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IO447LCG_507_empty_1.jpg
validation,3FO4IQ9KBVKH_161_empty_1.jpg,0,36,0,0.0,Prea puține matches (0 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IQ9KBVKH_161_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IQ9KBVKH_161_empty_1.jpg
train,3FO4IDU7VMMJ_520501_empty_1.jpg,1,17,0,0.034999999999999996,Prea puține matches (1 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IDU7VMMJ_520501_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IDU7VMMJ_520501_empty_1.jpg
train,3FO4IDWJ6M8E_847172_empty_1.jpg,1,18,0,0.034999999999999996,Prea puține matches (1 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IDWJ6M8E_847172_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IDWJ6M8E_847172_empty_1.jpg
train,3FO4IE5YY12I_735_empty_1.jpg,1,13,0,0.034999999999999996,Prea puține matches (1 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IE5YY12I_735_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IE5YY12I_735_empty_1.jpg
train,3FO4IFWXWFX4_1690_empty_1.jpg,1,18,0,0.034999999999999996,Prea puține matches (1 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IFWXWFX4_1690_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IFWXWFX4_1690_empty_1.jpg
train,3FO4IGI45WK9_1269_empty_1.jpg,1,54,0,0.034999999999999996,Prea puține matches (1 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IGI45WK9_1269_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IGI45WK9_1269_empty_1.jpg
train,3FO4IGOP23W4_729585_empty_1.jpg,1,43,0,0.034999999999999996,Prea puține matches (1 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IGOP23W4_729585_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IGOP23W4_729585_empty_1.jpg
train,3FO4IHPP23R7_1902_empty_1.jpg,1,32,0,0.034999999999999996,Prea puține matches (1 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IHPP23R7_1902_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IHPP23R7_1902_empty_1.jpg
train,3FO4II2XRCUU_373762_empty_1.jpg,1,34,0,0.034999999999999996,Prea puține matches (1 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4II2XRCUU_373762_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4II2XRCUU_373762_empty_1.jpg
train,3FO4IIQNSC87_141_empty_1.jpg,1,121,0,0.034999999999999996,Prea puține matches (1 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IIQNSC87_141_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IIQNSC87_141_empty_1.jpg
train,3FO4IIU69JH3_259_empty_1.jpg,1,37,0,0.034999999999999996,Prea puține matches (1 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IIU69JH3_259_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IIU69JH3_259_empty_1.jpg
train,3FO4IIX29XSF_1023_empty_1.jpg,1,17,0,0.034999999999999996,Prea puține matches (1 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IIX29XSF_1023_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IIX29XSF_1023_empty_1.jpg
train,3FO4IIY1OWJS_302077_empty_1.jpg,1,53,0,0.034999999999999996,Prea puține matches (1 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IIY1OWJS_302077_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IIY1OWJS_302077_empty_1.jpg
train,3FO4IJN7DYK2_9954_empty_1.jpg,1,34,0,0.034999999999999996,Prea puține matches (1 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IJN7DYK2_9954_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IJN7DYK2_9954_empty_1.jpg
train,3FO4IJXX0CGR_142630_empty_1.jpg,1,16,0,0.034999999999999996,Prea puține matches (1 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IJXX0CGR_142630_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IJXX0CGR_142630_empty_1.jpg
train,3FO4IL5R8JCO_650_empty_1.jpg,1,18,0,0.034999999999999996,Prea puține matches (1 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IL5R8JCO_650_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IL5R8JCO_650_empty_1.jpg
train,3FO4IL73T46C_159_empty_1.jpg,1,107,0,0.034999999999999996,Prea puține matches (1 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IL73T46C_159_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IL73T46C_159_empty_1.jpg
train,3FO4IL83GSR1_1502_empty_1.jpg,1,52,0,0.034999999999999996,Prea puține matches (1 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IL83GSR1_1502_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IL83GSR1_1502_empty_1.jpg
train,3FO4ILMVEUUM_9683_empty_1.jpg,1,67,0,0.034999999999999996,Prea puține matches (1 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4ILMVEUUM_9683_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4ILMVEUUM_9683_empty_1.jpg
train,3FO4ILU6FUB5_828_empty_1.jpg,1,79,0,0.034999999999999996,Prea puține matches (1 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4ILU6FUB5_828_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4ILU6FUB5_828_empty_1.jpg
train,3FO4IM6J9AN9_7070_empty_1.jpg,1,16,0,0.034999999999999996,Prea puține matches (1 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IM6J9AN9_7070_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IM6J9AN9_7070_empty_1.jpg
train,3FO4IM6UEQ91_159_empty_1.jpg,1,36,0,0.034999999999999996,Prea puține matches (1 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IM6UEQ91_159_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IM6UEQ91_159_empty_1.jpg
train,3FO4IMSLQPEE_876597_empty_1.jpg,1,28,0,0.034999999999999996,Prea puține matches (1 < 20) | Distribuție slabă (0.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IMSLQPEE_876597_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IMSLQPEE_876597_empty_1.jpg
